keyword,time,title,URL,location
마이카,2025.12.28 18:39,마이카가 뭐가 중요해,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169242,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1839-1.txt
마이카,2025.12.28 18:41,근데마이카터지면 이코러브 도쿄돔은 못가겠네,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169248,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1841-1.txt
마이카,2025.12.28 18:43,그래도 걍 사과문으로 끝낼듯,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169252,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1843-1.txt
마이카,2025.12.28 18:44,마이카쳐내고 나기사 복귀시키죠,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169254,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1844-1.txt
마이카,2025.12.28 18:44,이게다 나기사의 은혜겠지요마이카도 나가는거 아냐?,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169253,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1844-2.txt
마이카,2025.12.28 18:46,진짜마이카인갑네..,https://gall.dcinside.com/mgallery/board/view/?id=asiaenter&no=991416,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1846-1.txt
마이카,2025.12.28 18:46,마이카아니라 노이미 나츠미라는 새로운 이론 등장,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169257,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1846-2.txt
마이카,2025.12.28 18:48,마이카로 확정인 분위기냐?,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169260,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1848-1.txt
마이카,2025.12.28 18:50,마이카그럴줄알았다!!,https://gall.dcinside.com/board/view/?id=akb48&no=6088854,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1850-1.txt
마이카,2025.12.28 18:52,고닉 '마이카님' 어떻게 됨?,https://gall.dcinside.com/board/view/?id=akb48&no=6088856,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1852-1.txt
마이카,2025.12.28 19:10,일단 지금 유력 용의자는 셋인듯,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169293,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1910-1.txt
마이카,2025.12.28 19:15,근데마이카루머남 존나 잘생겼네,https://gall.dcinside.com/mgallery/board/view/?id=japanidolgirls&no=169297,C:/Users/WINDOWS 11/Desktop/kpop_agenda/Step2/DCInside/Articles\마이카-20251228-1915-1.txt
